,amount_paid_usd,tags,country,title,artist,at,type,image
0,127,Fabric,United Kingdom,D​-​Breeze - Crazy For Love (Autechre Remix),D-Breeze,"01/04/2024, 16:31:01",track,https://f4.bcbits.com/img/a4270247509_7.jpg
0,127,Hardcore Techno,United Kingdom,D​-​Breeze - Crazy For Love (Autechre Remix),D-Breeze,"01/04/2024, 16:31:01",track,https://f4.bcbits.com/img/a4270247509_7.jpg
0,127,Electro,United Kingdom,D​-​Breeze - Crazy For Love (Autechre Remix),D-Breeze,"01/04/2024, 16:31:01",track,https://f4.bcbits.com/img/a4270247509_7.jpg
0,127,Electronic,United Kingdom,D​-​Breeze - Crazy For Love (Autechre Remix),D-Breeze,"01/04/2024, 16:31:01",track,https://f4.bcbits.com/img/a4270247509_7.jpg
0,127,Techno,United Kingdom,D​-​Breeze - Crazy For Love (Autechre Remix),D-Breeze,"01/04/2024, 16:31:01",track,https://f4.bcbits.com/img/a4270247509_7.jpg
0,127,Autechre,United Kingdom,D​-​Breeze - Crazy For Love (Autechre Remix),D-Breeze,"01/04/2024, 16:31:01",track,https://f4.bcbits.com/img/a4270247509_7.jpg
0,127,House,United Kingdom,D​-​Breeze - Crazy For Love (Autechre Remix),D-Breeze,"01/04/2024, 16:31:01",track,https://f4.bcbits.com/img/a4270247509_7.jpg
0,127,Mad 500 Series,United Kingdom,D​-​Breeze - Crazy For Love (Autechre Remix),D-Breeze,"01/04/2024, 16:31:01",track,https://f4.bcbits.com/img/a4270247509_7.jpg
0,127,Ambient,United Kingdom,D​-​Breeze - Crazy For Love (Autechre Remix),D-Breeze,"01/04/2024, 16:31:01",track,https://f4.bcbits.com/img/a4270247509_7.jpg
0,127,Skam,United Kingdom,D​-​Breeze - Crazy For Love (Autechre Remix),D-Breeze,"01/04/2024, 16:31:01",track,https://f4.bcbits.com/img/a4270247509_7.jpg
1,152,Futuro,Germany,Rodriguez Jr. - Alraegadir,Rodriguez Jr.,"01/04/2024, 16:31:02",track,https://f4.bcbits.com/img/a2028563072_7.jpg
1,152,Bedrock,Germany,Rodriguez Jr. - Alraegadir,Rodriguez Jr.,"01/04/2024, 16:31:02",track,https://f4.bcbits.com/img/a2028563072_7.jpg
2,600,Perry,United States,Life Of Leisure,Washed Out,"01/04/2024, 16:31:02",album,https://f4.bcbits.com/img/a4264163757_7.jpg
2,600,Alternative,United States,Life Of Leisure,Washed Out,"01/04/2024, 16:31:02",album,https://f4.bcbits.com/img/a4264163757_7.jpg
2,600,Electronic,United States,Life Of Leisure,Washed Out,"01/04/2024, 16:31:02",album,https://f4.bcbits.com/img/a4264163757_7.jpg
3,1014,Bristol,Spain,Half Life,Grafix,"01/04/2024, 16:31:03",album,https://f4.bcbits.com/img/a1079239222_7.jpg
3,1014,D&B,Spain,Half Life,Grafix,"01/04/2024, 16:31:03",album,https://f4.bcbits.com/img/a1079239222_7.jpg
3,1014,Electronic,Spain,Half Life,Grafix,"01/04/2024, 16:31:03",album,https://f4.bcbits.com/img/a1079239222_7.jpg
3,1014,DNB,Spain,Half Life,Grafix,"01/04/2024, 16:31:03",album,https://f4.bcbits.com/img/a1079239222_7.jpg
3,1014,Dance,Spain,Half Life,Grafix,"01/04/2024, 16:31:03",album,https://f4.bcbits.com/img/a1079239222_7.jpg
3,1014,Jungle,Spain,Half Life,Grafix,"01/04/2024, 16:31:03",album,https://f4.bcbits.com/img/a1079239222_7.jpg
4,126,DNB,Spain,Unglued & Phace - Malware,Unglued & Phace,"01/04/2024, 16:31:03",track,https://f4.bcbits.com/img/a0776755450_7.jpg
4,126,Dance,Spain,Unglued & Phace - Malware,Unglued & Phace,"01/04/2024, 16:31:03",track,https://f4.bcbits.com/img/a0776755450_7.jpg
4,126,Electronic,Spain,Unglued & Phace - Malware,Unglued & Phace,"01/04/2024, 16:31:03",track,https://f4.bcbits.com/img/a0776755450_7.jpg
5,127,Drum And Bass,Spain,Everybody Loves The Sunshine (feat. Daddy Waku & Chantal Kashala),Netsky,"01/04/2024, 16:31:03",track,https://f4.bcbits.com/img/a1693775094_7.jpg
5,127,Electronic,Spain,Everybody Loves The Sunshine (feat. Daddy Waku & Chantal Kashala),Netsky,"01/04/2024, 16:31:03",track,https://f4.bcbits.com/img/a1693775094_7.jpg
5,127,DNB,Spain,Everybody Loves The Sunshine (feat. Daddy Waku & Chantal Kashala),Netsky,"01/04/2024, 16:31:03",track,https://f4.bcbits.com/img/a1693775094_7.jpg
5,127,Liquid Drum And Bass,Spain,Everybody Loves The Sunshine (feat. Daddy Waku & Chantal Kashala),Netsky,"01/04/2024, 16:31:03",track,https://f4.bcbits.com/img/a1693775094_7.jpg
5,127,Dance,Spain,Everybody Loves The Sunshine (feat. Daddy Waku & Chantal Kashala),Netsky,"01/04/2024, 16:31:03",track,https://f4.bcbits.com/img/a1693775094_7.jpg
6,127,Bristol,Spain,Hoax - Sekkle (feat. Purple Velvet Curtains),Hoax,"01/04/2024, 16:31:03",track,https://f4.bcbits.com/img/a4215949317_7.jpg
6,127,DNB,Spain,Hoax - Sekkle (feat. Purple Velvet Curtains),Hoax,"01/04/2024, 16:31:03",track,https://f4.bcbits.com/img/a4215949317_7.jpg
6,127,Electronic,Spain,Hoax - Sekkle (feat. Purple Velvet Curtains),Hoax,"01/04/2024, 16:31:03",track,https://f4.bcbits.com/img/a4215949317_7.jpg
7,254,Other,United States,Leaping Lizards,Desert Sound Colony,"01/04/2024, 16:31:06",track,https://f4.bcbits.com/img/a2342837314_7.jpg
8,225,Indie,Singapore,Utopia Reimagined: house,weish,"01/04/2024, 16:31:08",track,https://f4.bcbits.com/img/a1241473448_7.jpg
8,225,Alternative,Singapore,Utopia Reimagined: house,weish,"01/04/2024, 16:31:08",track,https://f4.bcbits.com/img/a1241473448_7.jpg
8,225,Electronic,Singapore,Utopia Reimagined: house,weish,"01/04/2024, 16:31:08",track,https://f4.bcbits.com/img/a1241473448_7.jpg
8,225,Vocal Looping,Singapore,Utopia Reimagined: house,weish,"01/04/2024, 16:31:08",track,https://f4.bcbits.com/img/a1241473448_7.jpg
8,225,Experimental,Singapore,Utopia Reimagined: house,weish,"01/04/2024, 16:31:08",track,https://f4.bcbits.com/img/a1241473448_7.jpg
8,225,Choral,Singapore,Utopia Reimagined: house,weish,"01/04/2024, 16:31:08",track,https://f4.bcbits.com/img/a1241473448_7.jpg
9,127,Drumandbass,Spain,Bad Behaviour,"T95, Flowidus, Dread MC","01/04/2024, 16:31:08",track,https://f4.bcbits.com/img/a2217834541_7.jpg
9,127,DNB,Spain,Bad Behaviour,"T95, Flowidus, Dread MC","01/04/2024, 16:31:08",track,https://f4.bcbits.com/img/a2217834541_7.jpg
9,127,Electronic,Spain,Bad Behaviour,"T95, Flowidus, Dread MC","01/04/2024, 16:31:08",track,https://f4.bcbits.com/img/a2217834541_7.jpg
10,127,DNB,Spain,Come Around,"Subsonic, Flowidus","01/04/2024, 16:31:08",track,https://f4.bcbits.com/img/a2675324671_7.jpg
10,127,Electronic,Spain,Come Around,"Subsonic, Flowidus","01/04/2024, 16:31:08",track,https://f4.bcbits.com/img/a2675324671_7.jpg
11,127,DNB,Spain,Don't Breathe In ft. Linguistics,Flowidus & Trei,"01/04/2024, 16:31:08",track,https://f4.bcbits.com/img/a3902000383_7.jpg
11,127,Electronic,Spain,Don't Breathe In ft. Linguistics,Flowidus & Trei,"01/04/2024, 16:31:08",track,https://f4.bcbits.com/img/a3902000383_7.jpg
12,127,DNB,Spain,Flute Ting,Document One,"01/04/2024, 16:31:08",track,https://f4.bcbits.com/img/a3995425459_7.jpg
12,127,Electronic,Spain,Flute Ting,Document One,"01/04/2024, 16:31:08",track,https://f4.bcbits.com/img/a3995425459_7.jpg
13,127,Drumandbass,Spain,Hush Hush,"T95, Dread MC","01/04/2024, 16:31:08",track,https://f4.bcbits.com/img/a1908338916_7.jpg
13,127,DNB,Spain,Hush Hush,"T95, Dread MC","01/04/2024, 16:31:08",track,https://f4.bcbits.com/img/a1908338916_7.jpg
13,127,Electronic,Spain,Hush Hush,"T95, Dread MC","01/04/2024, 16:31:08",track,https://f4.bcbits.com/img/a1908338916_7.jpg
14,127,Drum And Bass,Spain,Movin,T95,"01/04/2024, 16:31:08",track,https://f4.bcbits.com/img/a0785205299_7.jpg
14,127,DNB,Spain,Movin,T95,"01/04/2024, 16:31:08",track,https://f4.bcbits.com/img/a0785205299_7.jpg
14,127,Electronic,Spain,Movin,T95,"01/04/2024, 16:31:08",track,https://f4.bcbits.com/img/a0785205299_7.jpg
15,127,DNB,Spain,Submarine,Grafix & Flowidus,"01/04/2024, 16:31:08",track,https://f4.bcbits.com/img/a1275372622_7.jpg
15,127,Electronic,Spain,Submarine,Grafix & Flowidus,"01/04/2024, 16:31:08",track,https://f4.bcbits.com/img/a1275372622_7.jpg
16,127,DNB,Spain,T95 - Take Aim,T95,"01/04/2024, 16:31:08",track,https://f4.bcbits.com/img/a2949394844_7.jpg
16,127,Electronic,Spain,T95 - Take Aim,T95,"01/04/2024, 16:31:08",track,https://f4.bcbits.com/img/a2949394844_7.jpg
17,127,DNB,Spain,Kids In The Club,Flowidus,"01/04/2024, 16:31:08",track,https://f4.bcbits.com/img/a2343179969_7.jpg
17,127,Electronic,Spain,Kids In The Club,Flowidus,"01/04/2024, 16:31:08",track,https://f4.bcbits.com/img/a2343179969_7.jpg
18,127,DNB,Spain,Supersonic,Friction,"01/04/2024, 16:31:08",track,https://f4.bcbits.com/img/a1599175935_7.jpg
18,127,Electronic,Spain,Supersonic,Friction,"01/04/2024, 16:31:08",track,https://f4.bcbits.com/img/a1599175935_7.jpg
19,634,Other,Netherlands,Careful! It's Tepid,Antique Seeking Nuns,"01/04/2024, 16:31:09",album,https://f4.bcbits.com/img/a0052122291_7.jpg
20,380,Other,Spain,DES004 - Fallen​/​Soundboy,Gray,"01/04/2024, 16:31:13",album,https://f4.bcbits.com/img/a1571160490_7.jpg
21,109,Electronic,Japan,C,Skee Mask,"01/04/2024, 16:31:13",album,https://f4.bcbits.com/img/a3353300458_7.jpg
22,634,Electro,United Kingdom,Southern Seas EP,DJ Life,"01/04/2024, 16:31:14",album,https://f4.bcbits.com/img/a3740600043_7.jpg
22,634,Electronic,United Kingdom,Southern Seas EP,DJ Life,"01/04/2024, 16:31:14",album,https://f4.bcbits.com/img/a3740600043_7.jpg
22,634,Techno,United Kingdom,Southern Seas EP,DJ Life,"01/04/2024, 16:31:14",album,https://f4.bcbits.com/img/a3740600043_7.jpg
22,634,House,United Kingdom,Southern Seas EP,DJ Life,"01/04/2024, 16:31:14",album,https://f4.bcbits.com/img/a3740600043_7.jpg
22,634,Leftfield,United Kingdom,Southern Seas EP,DJ Life,"01/04/2024, 16:31:14",album,https://f4.bcbits.com/img/a3740600043_7.jpg
22,634,Perth,United Kingdom,Southern Seas EP,DJ Life,"01/04/2024, 16:31:14",album,https://f4.bcbits.com/img/a3740600043_7.jpg
22,634,Acid,United Kingdom,Southern Seas EP,DJ Life,"01/04/2024, 16:31:14",album,https://f4.bcbits.com/img/a3740600043_7.jpg
23,547,Edits,Italy,Some EDITS from 2010 to 2020,Umberto Music,"01/04/2024, 16:31:16",album,https://f4.bcbits.com/img/a3689975841_7.jpg
23,547,Techno,Italy,Some EDITS from 2010 to 2020,Umberto Music,"01/04/2024, 16:31:16",album,https://f4.bcbits.com/img/a3689975841_7.jpg
23,547,Electronic,Italy,Some EDITS from 2010 to 2020,Umberto Music,"01/04/2024, 16:31:16",album,https://f4.bcbits.com/img/a3689975841_7.jpg
23,547,Tools,Italy,Some EDITS from 2010 to 2020,Umberto Music,"01/04/2024, 16:31:16",album,https://f4.bcbits.com/img/a3689975841_7.jpg
23,547,House,Italy,Some EDITS from 2010 to 2020,Umberto Music,"01/04/2024, 16:31:16",album,https://f4.bcbits.com/img/a3689975841_7.jpg
23,547,Acid,Italy,Some EDITS from 2010 to 2020,Umberto Music,"01/04/2024, 16:31:16",album,https://f4.bcbits.com/img/a3689975841_7.jpg
24,1095,Techno,Germany,[MCVA005] VOL. I - Various Artists,Various Artists,"01/04/2024, 16:31:17",album,https://f4.bcbits.com/img/a3829294623_7.jpg
24,1095,Electronic,Germany,[MCVA005] VOL. I - Various Artists,Various Artists,"01/04/2024, 16:31:17",album,https://f4.bcbits.com/img/a3829294623_7.jpg
25,127,DNB,Spain,Truth Bomb,Traumatize,"01/04/2024, 16:31:17",track,https://f4.bcbits.com/img/a0326802802_7.jpg
25,127,Electronic,Spain,Truth Bomb,Traumatize,"01/04/2024, 16:31:17",track,https://f4.bcbits.com/img/a0326802802_7.jpg
25,127,Dance,Spain,Truth Bomb,Traumatize,"01/04/2024, 16:31:17",track,https://f4.bcbits.com/img/a0326802802_7.jpg
26,438,Techno,United States,Impossible Time Travel EP,JOTON,"01/04/2024, 16:31:18",album,https://f4.bcbits.com/img/a2754263037_7.jpg
26,438,Sci Fi Techno,United States,Impossible Time Travel EP,JOTON,"01/04/2024, 16:31:18",album,https://f4.bcbits.com/img/a2754263037_7.jpg
26,438,Electronic,United States,Impossible Time Travel EP,JOTON,"01/04/2024, 16:31:18",album,https://f4.bcbits.com/img/a2754263037_7.jpg
26,438,Industrial Techno,United States,Impossible Time Travel EP,JOTON,"01/04/2024, 16:31:18",album,https://f4.bcbits.com/img/a2754263037_7.jpg
26,438,León,United States,Impossible Time Travel EP,JOTON,"01/04/2024, 16:31:18",album,https://f4.bcbits.com/img/a2754263037_7.jpg
26,438,Darktechno,United States,Impossible Time Travel EP,JOTON,"01/04/2024, 16:31:18",album,https://f4.bcbits.com/img/a2754263037_7.jpg
26,438,Ambient,United States,Impossible Time Travel EP,JOTON,"01/04/2024, 16:31:18",album,https://f4.bcbits.com/img/a2754263037_7.jpg
27,438,Techno,United States,Lunar Reverie,LACHRYMAL,"01/04/2024, 16:31:18",album,https://f4.bcbits.com/img/a2852823071_7.jpg
27,438,Sci Fi Techno,United States,Lunar Reverie,LACHRYMAL,"01/04/2024, 16:31:18",album,https://f4.bcbits.com/img/a2852823071_7.jpg
27,438,Electronic,United States,Lunar Reverie,LACHRYMAL,"01/04/2024, 16:31:18",album,https://f4.bcbits.com/img/a2852823071_7.jpg
27,438,Industrial Techno,United States,Lunar Reverie,LACHRYMAL,"01/04/2024, 16:31:18",album,https://f4.bcbits.com/img/a2852823071_7.jpg
27,438,León,United States,Lunar Reverie,LACHRYMAL,"01/04/2024, 16:31:18",album,https://f4.bcbits.com/img/a2852823071_7.jpg
27,438,Darktechno,United States,Lunar Reverie,LACHRYMAL,"01/04/2024, 16:31:18",album,https://f4.bcbits.com/img/a2852823071_7.jpg
27,438,Ambient,United States,Lunar Reverie,LACHRYMAL,"01/04/2024, 16:31:18",album,https://f4.bcbits.com/img/a2852823071_7.jpg
28,547,Techno,United States,Mindscapes of Humanity,MARTHIAL,"01/04/2024, 16:31:18",album,https://f4.bcbits.com/img/a3672867332_7.jpg
28,547,Sci Fi Techno,United States,Mindscapes of Humanity,MARTHIAL,"01/04/2024, 16:31:18",album,https://f4.bcbits.com/img/a3672867332_7.jpg
28,547,Electronic,United States,Mindscapes of Humanity,MARTHIAL,"01/04/2024, 16:31:18",album,https://f4.bcbits.com/img/a3672867332_7.jpg
28,547,Industrial Techno,United States,Mindscapes of Humanity,MARTHIAL,"01/04/2024, 16:31:18",album,https://f4.bcbits.com/img/a3672867332_7.jpg
28,547,León,United States,Mindscapes of Humanity,MARTHIAL,"01/04/2024, 16:31:18",album,https://f4.bcbits.com/img/a3672867332_7.jpg
28,547,Darktechno,United States,Mindscapes of Humanity,MARTHIAL,"01/04/2024, 16:31:18",album,https://f4.bcbits.com/img/a3672867332_7.jpg
